train_loss,epoch,step,val_loss
0.14239083230495453,52,1979,
0.10907206684350967,52,1999,
,52,2013,0.0947154313325882
0.07410532236099243,53,2019,
0.09524709731340408,53,2039,
,53,2051,0.09373670816421509
0.10685670375823975,54,2059,
0.0632852241396904,54,2079,
,54,2089,0.09300001710653305
0.15141132473945618,55,2099,
0.11704695224761963,55,2119,
,55,2127,0.0922435075044632
0.1549367606639862,56,2139,
0.09723689407110214,56,2159,
,56,2165,0.091376893222332
0.1651839166879654,57,2179,
0.10743176937103271,57,2199,
,57,2203,0.09050221741199493
0.15435193479061127,58,2219,
0.0811428427696228,58,2239,
,58,2241,0.08988789469003677
0.0731881856918335,59,2259,
0.09548747539520264,59,2279,
,59,2279,0.08898454904556274
0.1482175588607788,60,2299,
,60,2317,0.0880466178059578
0.10853255540132523,61,2319,
0.10568948835134506,61,2339,
,61,2355,0.08767250180244446
0.08572546392679214,62,2359,
0.1015002653002739,62,2379,
,62,2393,0.08727957308292389
0.09008415788412094,63,2399,
0.0662107840180397,63,2419,
,63,2431,0.08596383780241013
0.25738194584846497,64,2439,
0.11646296828985214,64,2459,
,64,2469,0.08608012646436691
0.11263930797576904,65,2479,
0.07963239401578903,65,2499,
,65,2507,0.08524580299854279
0.13431906700134277,66,2519,
0.08386366814374924,66,2539,
,66,2545,0.08435323089361191
0.13858084380626678,67,2559,
0.057675037533044815,67,2579,
,67,2583,0.08401287347078323
0.11963793635368347,68,2599,
0.09213737398386002,68,2619,
,68,2621,0.083452507853508
0.18121571838855743,69,2639,
0.07649333029985428,69,2659,
,69,2659,0.08295925706624985
0.1495787501335144,70,2679,
,70,2697,0.08268513530492783
0.10393434762954712,71,2699,
0.16219912469387054,71,2719,
,71,2735,0.08228913694620132
0.056207966059446335,72,2739,
0.10750642418861389,72,2759,
,72,2773,0.08174043148756027
0.22837553918361664,73,2779,
0.16297036409378052,73,2799,
,73,2811,0.08172643929719925
0.10720988363027573,74,2819,
0.08444643765687943,74,2839,
,74,2849,0.08055771142244339
0.07440466433763504,75,2859,
0.1687665432691574,75,2879,
,75,2887,0.08053269982337952
0.05959189310669899,76,2899,
0.09314241260290146,76,2919,
,76,2925,0.08005174994468689
0.10664507001638412,77,2939,
0.13318578898906708,77,2959,
,77,2963,0.07961253821849823
0.07032131403684616,78,2979,
0.10366301983594894,78,2999,
,78,3001,0.07897625863552094
0.11314654350280762,79,3019,
0.062184855341911316,79,3039,
,79,3039,0.0794377252459526
0.17374615371227264,80,3059,
,80,3077,0.07897570729255676
0.2027476280927658,81,3079,
0.04148434102535248,81,3099,
,81,3115,0.07897897064685822
0.04780641570687294,82,3119,
0.14025838673114777,82,3139,
,82,3153,0.0780508816242218
0.1968052238225937,83,3159,
0.14812807738780975,83,3179,
,83,3191,0.07787056267261505
0.07773637026548386,84,3199,
0.1342701017856598,84,3219,
,84,3229,0.07771803438663483
0.05289996787905693,85,3239,
0.12813995778560638,85,3259,
,85,3267,0.07724469155073166
0.1263241022825241,86,3279,
0.10838372260332108,86,3299,
,86,3305,0.07695764303207397
0.10612479597330093,87,3319,
0.07595513761043549,87,3339,
,87,3343,0.07682327181100845
0.057689368724823,88,3359,
0.10010727494955063,88,3379,
,88,3381,0.07674150168895721
0.11574128270149231,89,3399,
0.03603072836995125,89,3419,
,89,3419,0.07610023021697998
0.13733096420764923,90,3439,
,90,3457,0.07576937973499298
0.06327375024557114,91,3459,
0.11769738048315048,91,3479,
,91,3495,0.07664834707975388
0.09277519583702087,92,3499,
0.11681573837995529,92,3519,
,92,3533,0.07577569037675858
0.11320137232542038,93,3539,
0.18826420605182648,93,3559,
,93,3571,0.0756366103887558
0.06091322377324104,94,3579,
0.0592147596180439,94,3599,
,94,3609,0.0755281075835228
0.037992700934410095,95,3619,
0.09740350395441055,95,3639,
,95,3647,0.07547889649868011
0.0331115685403347,96,3659,
0.06320779770612717,96,3679,
,96,3685,0.07496742904186249
0.05990392342209816,97,3699,
0.04803909733891487,97,3719,
,97,3723,0.07498333603143692
0.07199677079916,98,3739,
0.16638968884944916,98,3759,
,98,3761,0.07451879978179932
0.11595918983221054,99,3779,
0.14505265653133392,99,3799,
,99,3799,0.07438885420560837
0.07005178928375244,100,3819,
,100,3837,0.07447387278079987
0.1856633871793747,101,3839,
0.15358352661132812,101,3859,
,101,3875,0.07411418110132217
0.047203004360198975,102,3879,
0.13683173060417175,102,3899,
,102,3913,0.07403609156608582
0.08757337182760239,103,3919,
0.014228250831365585,103,3939,
,103,3951,0.07377807796001434
0.08433527499437332,104,3959,
0.07737239450216293,104,3979,
,104,3989,0.07419942319393158
0.17076988518238068,105,3999,
0.08058907836675644,105,4019,
,105,4027,0.07366198301315308
0.1274353414773941,106,4039,
0.12403831630945206,106,4059,
,106,4065,0.07326194643974304
0.06041808798909187,107,4079,
0.15908224880695343,107,4099,
,107,4103,0.07339221984148026
0.10427793115377426,108,4119,
0.15966694056987762,108,4139,
,108,4141,0.07282965630292892
0.16583485901355743,109,4159,
0.21036136150360107,109,4179,
,109,4179,0.07330988347530365
0.1065714880824089,110,4199,
,110,4217,0.07278908044099808
0.11085673421621323,111,4219,
0.13906478881835938,111,4239,
,111,4255,0.07288794964551926
0.09083589166402817,112,4259,
0.03229271247982979,112,4279,
,112,4293,0.07314559072256088
0.20764513313770294,113,4299,
0.03455286845564842,113,4319,
,113,4331,0.07252901047468185
0.19067059457302094,114,4339,
0.03582775965332985,114,4359,
,114,4369,0.0727505162358284
0.1553899049758911,115,4379,
0.08199983835220337,115,4399,
,115,4407,0.07240654528141022
0.13728666305541992,116,4419,
0.1739780753850937,116,4439,
,116,4445,0.07247274369001389
0.11718732118606567,117,4459,
0.11767340451478958,117,4479,
,117,4483,0.07219221442937851
0.1673278659582138,118,4499,
0.043512001633644104,118,4519,
,118,4521,0.07226882129907608
0.1045844554901123,119,4539,
0.15428268909454346,119,4559,
,119,4559,0.07193859666585922
0.1294405609369278,120,4579,
,120,4597,0.07186679542064667
0.07853289693593979,121,4599,
0.03167165443301201,121,4619,
,121,4635,0.07188352197408676
0.060006726533174515,122,4639,
0.12958009541034698,122,4659,
,122,4673,0.071743443608284
0.055024635046720505,123,4679,
0.14436106383800507,123,4699,
,123,4711,0.07166296243667603
0.1103479191660881,124,4719,
0.12693744897842407,124,4739,
,124,4749,0.07206767052412033
0.1469920128583908,125,4759,
0.16121892631053925,125,4779,
,125,4787,0.07169374078512192
0.11873051524162292,126,4799,
0.2467331886291504,126,4819,
,126,4825,0.0720483809709549
0.12727467715740204,127,4839,
0.08918008208274841,127,4859,
,127,4863,0.07133883237838745
0.024818668141961098,128,4879,
0.1196528971195221,128,4899,
,128,4901,0.07144977152347565
0.06885530799627304,129,4919,
0.1202234998345375,129,4939,
,129,4939,0.07119766622781754
0.1460530012845993,130,4959,
,130,4977,0.07115906476974487
0.09711131453514099,131,4979,
0.09101671725511551,131,4999,
,131,5015,0.0713767409324646
0.13097268342971802,132,5019,
0.11953563243150711,132,5039,
,132,5053,0.07110025733709335
0.11259015649557114,133,5059,
0.18276171386241913,133,5079,
,133,5091,0.07119455933570862
0.02923648990690708,134,5099,
0.0478246696293354,134,5119,
,134,5129,0.07124989479780197
0.12641660869121552,135,5139,
0.14806129038333893,135,5159,
,135,5167,0.07110584527254105
0.22020024061203003,136,5179,
0.08562003821134567,136,5199,
,136,5205,0.07112275809049606
0.06814951449632645,137,5219,
0.1358417272567749,137,5239,
,137,5243,0.07093057036399841
0.0955519899725914,138,5259,
0.0773039236664772,138,5279,
,138,5281,0.07112786918878555
0.05889880284667015,139,5299,
0.1600061058998108,139,5319,
,139,5319,0.07105592638254166
0.18587203323841095,140,5339,
,140,5357,0.07051075994968414
0.055397119373083115,141,5359,
0.09196454286575317,141,5379,
,141,5395,0.07071007043123245
0.10049288719892502,142,5399,
0.16441336274147034,142,5419,
,142,5433,0.07087911665439606
0.05324405059218407,143,5439,
0.08050871640443802,143,5459,
,143,5471,0.07064972817897797
0.12664933502674103,144,5479,
0.14972172677516937,144,5499,
,144,5509,0.07077634334564209
0.20463375747203827,145,5519,
0.06893635541200638,145,5539,
,145,5547,0.07067558169364929
0.12182270735502243,146,5559,
0.07334249466657639,146,5579,
,146,5585,0.07068045437335968
0.16149772703647614,147,5599,
0.19757790863513947,147,5619,
,147,5623,0.07073387503623962
0.18401257693767548,148,5639,
0.02968570403754711,148,5659,
,148,5661,0.07028381526470184
0.09829416871070862,149,5679,
0.04649505391716957,149,5699,
,149,5699,0.07037985324859619
0.16340361535549164,150,5719,
,150,5737,0.07041950523853302
0.10072752088308334,151,5739,
0.15156657993793488,151,5759,
,151,5775,0.07021968066692352
0.06548493355512619,152,5779,
0.07221490889787674,152,5799,
,152,5813,0.07011297345161438
0.09396658092737198,153,5819,
0.04139512777328491,153,5839,
,153,5851,0.07007274776697159
0.08859407156705856,154,5859,
0.04063398763537407,154,5879,
,154,5889,0.07013019919395447
0.177141472697258,155,5899,
0.0953073799610138,155,5919,
,155,5927,0.07042934000492096
0.10299099236726761,156,5939,
0.06294748932123184,156,5959,
,156,5965,0.06990114599466324
0.02646777592599392,157,5979,
0.09175431728363037,157,5999,
,157,6003,0.0700133666396141
0.10103582590818405,158,6019,
0.042827531695365906,158,6039,
,158,6041,0.06999002397060394
0.13285069167613983,159,6059,
0.40671584010124207,159,6079,
,159,6079,0.07024060934782028
0.06264052540063858,160,6099,
,160,6117,0.06972390413284302
0.08198380470275879,161,6119,
0.05260265991091728,161,6139,
,161,6155,0.07006794959306717
0.06444073468446732,162,6159,
0.14126132428646088,162,6179,
,162,6193,0.06990550458431244
0.20882947742938995,163,6199,
0.129246786236763,163,6219,
,163,6231,0.06988987326622009
0.09433850646018982,164,6239,
0.035546280443668365,164,6259,
,164,6269,0.0700007900595665
0.07460688799619675,165,6279,
0.12044317275285721,165,6299,
,165,6307,0.06982579827308655
0.11870918422937393,166,6319,
0.028086913749575615,166,6339,
,166,6345,0.06963963061571121
0.04325306788086891,167,6359,
0.0964776948094368,167,6379,
,167,6383,0.06951938569545746
0.1036202535033226,168,6399,
0.09640040248632431,168,6419,
,168,6421,0.07044049352407455
0.14387960731983185,169,6439,
0.17760221660137177,169,6459,
,169,6459,0.06941629201173782
0.09114119410514832,170,6479,
,170,6497,0.0697987750172615
0.06523614376783371,171,6499,
0.14017626643180847,171,6519,
,171,6535,0.06962786614894867
0.12298276275396347,172,6539,
0.06821789592504501,172,6559,
,172,6573,0.06988109648227692
0.08733206987380981,173,6579,
0.08690416067838669,173,6599,
,173,6611,0.0694318413734436
0.05500419810414314,174,6619,
0.08222241699695587,174,6639,
,174,6649,0.06986293196678162
0.05897257849574089,175,6659,
0.09758686274290085,175,6679,
,175,6687,0.0694936215877533
0.2150864601135254,176,6699,
0.14035145938396454,176,6719,
,176,6725,0.06975657492876053
0.051000937819480896,177,6739,
0.08858228474855423,177,6759,
,177,6763,0.06977112591266632
0.029093250632286072,178,6779,
0.14446665346622467,178,6799,
,178,6801,0.06922776252031326
0.08888287097215652,179,6819,
0.1285358965396881,179,6839,
,179,6839,0.06963643431663513
0.05695699155330658,180,6859,
,180,6877,0.06951538473367691
0.09002641588449478,181,6879,
0.03744250163435936,181,6899,
,181,6915,0.0695391371846199
0.04904264584183693,182,6919,
0.06348438560962677,182,6939,
,182,6953,0.06922156363725662
0.13103295862674713,183,6959,
0.11864202469587326,183,6979,
,183,6991,0.06966109573841095
0.10397112369537354,184,6999,
0.21859122812747955,184,7019,
,184,7029,0.0693458691239357
0.1356550008058548,185,7039,
0.05979663506150246,185,7059,
,185,7067,0.0694977268576622
0.11378708481788635,186,7079,
0.20162375271320343,186,7099,
,186,7105,0.06958608329296112
0.12418725341558456,187,7119,
0.0702119991183281,187,7139,
,187,7143,0.06911826133728027
0.12382905930280685,188,7159,
0.154169499874115,188,7179,
,188,7181,0.06962461024522781
0.036432962864637375,189,7199,
0.12696091830730438,189,7219,
,189,7219,0.0690610334277153
0.06519383192062378,190,7239,
,190,7257,0.06927015632390976
0.04361972585320473,191,7259,
0.06584592908620834,191,7279,
,191,7295,0.069290392100811
0.08599559217691422,192,7299,
0.09021147340536118,192,7319,
,192,7333,0.06905297189950943
0.0802883580327034,193,7339,
0.10872302204370499,193,7359,
,193,7371,0.06941161304712296
0.0983690619468689,194,7379,
0.09955129772424698,194,7399,
,194,7409,0.06927462667226791
0.10379522293806076,195,7419,
0.03802700340747833,195,7439,
,195,7447,0.06913973391056061
0.031012440100312233,196,7459,
0.11987334489822388,196,7479,
,196,7485,0.0692601352930069
0.10184397548437119,197,7499,
0.050882745534181595,197,7519,
,197,7523,0.06936921924352646
0.1465628296136856,198,7539,
0.17745937407016754,198,7559,
,198,7561,0.06914198398590088
0.13077664375305176,199,7579,
0.04038744792342186,199,7599,
,199,7599,0.06948065012693405
