val_loss,epoch,step,train_loss
0.6983126997947693,0,12,
,1,19,0.6993494033813477
0.6964966654777527,1,25,
0.6949324607849121,2,38,
,3,39,0.6937324404716492
0.6935773491859436,3,51,
,4,59,0.6995311379432678
0.692615807056427,4,64,
0.6919455528259277,5,77,
,6,79,0.6948341727256775
0.6913079619407654,6,90,
,7,99,0.6872674226760864
0.6908466219902039,7,103,
0.6905390024185181,8,116,
,9,119,0.6928682923316956
0.6905608177185059,9,129,
,10,139,0.6926290392875671
0.6904089450836182,10,142,
0.6891182065010071,11,155,
,12,159,0.6905420422554016
0.6877405047416687,12,168,
,13,179,0.6852514743804932
0.6854802966117859,13,181,
0.6811054348945618,14,194,
,15,199,0.6789528727531433
0.6750692129135132,15,207,
,16,219,0.6693039536476135
0.6618838310241699,16,220,
0.6391076445579529,17,233,
,18,239,0.6349470615386963
0.6083808541297913,18,246,
,19,259,0.558990478515625
0.5643016695976257,19,259,
0.5033380389213562,20,272,
,21,279,0.4580995738506317
0.4286464750766754,21,285,
0.3466967046260834,22,298,
,23,299,0.3360119163990021
0.26450130343437195,23,311,
,24,319,0.2111877053976059
0.19205383956432343,24,324,
0.1364113688468933,25,337,
,26,339,0.12327329814434052
0.09863406419754028,26,350,
,27,359,0.08277245610952377
0.07084762305021286,27,363,
0.053081922233104706,28,376,
,29,379,0.04714293032884598
0.04115820303559303,29,389,
,30,399,0.036620546132326126
0.03265496715903282,30,402,
0.025785190984606743,31,415,
,32,419,0.020702775567770004
0.02052692323923111,32,428,
,33,439,0.017512744292616844
0.016918200999498367,33,441,
0.014020217582583427,34,454,
,35,459,0.011391902342438698
0.011789091862738132,35,467,
,36,479,0.010789577849209309
0.010131461545825005,36,480,
0.008757871575653553,37,493,
,38,499,0.007495496422052383
0.00770503468811512,38,506,
,39,519,0.004096310120075941
0.0068190270103514194,39,519,
0.006166497245430946,40,532,
,41,539,0.0034086978994309902
0.0055150724947452545,41,545,
0.005027089733630419,42,558,
,43,559,0.002913112286478281
0.004676696844398975,43,571,
,44,579,0.0024982208851724863
0.004269476048648357,44,584,
0.004116728436201811,45,597,
,46,599,0.002203382086008787
0.0036982703022658825,46,610,
,47,619,0.002303109969943762
0.003369646379724145,47,623,
0.003185354871675372,48,636,
,49,639,0.0037552700378000736
0.0030209494289010763,49,649,
