val_loss,epoch,step,train_loss
0.712261974811554,0,12,
,1,19,0.6773871779441833
0.7098152041435242,1,25,
0.7073323726654053,2,38,
,3,39,0.6603359580039978
0.705167829990387,3,51,
,4,59,0.7047559022903442
0.7027755975723267,4,64,
0.7008733153343201,5,77,
,6,79,0.6907517313957214
0.6988983750343323,6,90,
,7,99,0.6805771589279175
0.6969587206840515,7,103,
0.6952372789382935,8,116,
,9,119,0.6864926815032959
0.6932967901229858,9,129,
,10,139,0.6590541005134583
0.691342294216156,10,142,
0.6892731189727783,11,155,
,12,159,0.6933508515357971
0.6873665452003479,12,168,
,13,179,0.6740056872367859
0.6853898763656616,13,181,
0.683376133441925,14,194,
,15,199,0.6635442972183228
0.6811232566833496,15,207,
,16,219,0.6769184470176697
0.6787858009338379,16,220,
0.6763296723365784,17,233,
,18,239,0.6502895951271057
0.6736918687820435,18,246,
,19,259,0.6651159524917603
0.6712818145751953,19,259,
0.6687036752700806,20,272,
,21,279,0.6634078025817871
0.6662241220474243,21,285,
0.6637235283851624,22,298,
,23,299,0.6552693843841553
0.6610619425773621,23,311,
,24,319,0.6712915301322937
0.6584157347679138,24,324,
0.6554205417633057,25,337,
,26,339,0.6607706546783447
0.6526424884796143,26,350,
,27,359,0.6655922532081604
0.6499378681182861,27,363,
0.6472345590591431,28,376,
,29,379,0.6289850473403931
0.6445059180259705,29,389,
,30,399,0.6605173349380493
0.6416882276535034,30,402,
0.6386615633964539,31,415,
,32,419,0.6460239887237549
0.6358321905136108,32,428,
,33,439,0.6447219252586365
0.632851779460907,33,441,
0.6298670768737793,34,454,
,35,459,0.6164216995239258
0.627080500125885,35,467,
,36,479,0.6435921788215637
0.6241190433502197,36,480,
0.6214758157730103,37,493,
,38,499,0.6206386089324951
0.6184364557266235,38,506,
,39,519,0.614146888256073
0.6156131625175476,39,519,
0.6125015020370483,40,532,
,41,539,0.6252520084381104
0.6094629168510437,41,545,
0.6065519452095032,42,558,
,43,559,0.6106917262077332
0.6035832762718201,43,571,
,44,579,0.5901784896850586
0.6004630923271179,44,584,
0.5971771478652954,45,597,
,46,599,0.5977852940559387
0.5943871736526489,46,610,
,47,619,0.6049474477767944
0.5913318395614624,47,623,
0.5883448123931885,48,636,
,49,639,0.5851860642433167
0.5851935744285583,49,649,
