val_loss,epoch,step,train_loss
0.7325959205627441,0,6,
0.7318706512451172,1,13,
,2,19,0.8069943785667419
0.7312948703765869,2,20,
0.7309318780899048,3,27,
0.7308106422424316,4,34,
,5,39,0.735544741153717
0.7308904528617859,5,41,
0.7311375141143799,6,48,
0.7315261960029602,7,55,
,8,59,0.6607222557067871
0.732048749923706,8,62,
0.7327018976211548,9,69,
0.7334843277931213,10,76,
,11,79,0.5814176201820374
0.7343968749046326,11,83,
0.7354525923728943,12,90,
0.7366625070571899,13,97,
,14,99,0.4972565174102783
0.7380303144454956,14,104,
0.7395678162574768,15,111,
0.7412798404693604,16,118,
,17,119,0.40807268023490906
0.7431786060333252,17,125,
0.7452754974365234,18,132,
,19,139,0.31383395195007324
0.7475816607475281,19,139,
0.7501069903373718,20,146,
0.7528616189956665,21,153,
,22,159,0.21461929380893707
0.7558565735816956,22,160,
0.7591040730476379,23,167,
0.762610673904419,24,174,
,25,179,0.110603928565979
0.7663874626159668,25,181,
0.7704431414604187,26,188,
0.7747856974601746,27,195,
,28,199,0.002041265368461609
0.7794287204742432,28,202,
0.7843807935714722,29,209,
0.7896471619606018,30,216,
,31,219,-0.11075779795646667
0.7952480912208557,31,223,
0.8011865019798279,32,230,
0.8074705004692078,33,237,
,34,239,-0.22744989395141602
0.814107358455658,34,244,
0.8211056590080261,35,251,
0.8284695148468018,36,258,
,37,259,-0.34768348932266235
0.8362067341804504,37,265,
0.8443251848220825,38,272,
,39,279,-0.4711247682571411
0.8528305888175964,39,279,
0.861727774143219,40,286,
0.8710198402404785,41,293,
,42,299,-0.5974808931350708
0.8807143568992615,42,300,
0.8908159136772156,43,307,
0.9013286828994751,44,314,
,45,319,-0.7265250086784363
0.9122568368911743,45,321,
0.923603355884552,46,328,
0.9353766441345215,47,335,
,48,339,-0.8581180572509766
0.9475767612457275,48,342,
0.9602067470550537,49,349,
0.9732704758644104,50,356,
,51,359,-0.9922323226928711
0.9867713451385498,51,363,
1.0007126331329346,52,370,
1.015101671218872,53,377,
,54,379,-1.1289721727371216
1.0299475193023682,54,384,
1.045255422592163,55,391,
1.0610356330871582,56,398,
,57,399,-1.2685946226119995
1.0772876739501953,57,405,
1.0940173864364624,58,412,
,59,419,-1.4115166664123535
1.1112401485443115,59,419,
1.1289623975753784,60,426,
1.1471905708312988,61,433,
,62,439,-1.558303952217102
1.1659294366836548,62,440,
1.185189127922058,63,447,
1.2049782276153564,64,454,
,65,459,-1.709625244140625
1.225305438041687,65,461,
1.2461788654327393,66,468,
1.2676066160202026,67,475,
,68,479,-1.866178035736084
1.2895954847335815,68,482,
1.312165379524231,69,489,
1.3353331089019775,70,496,
,71,499,-2.02860164642334
1.3590972423553467,71,503,
1.383448839187622,72,510,
1.408401370048523,73,517,
,74,519,-2.197411060333252
1.4339524507522583,74,524,
1.4601294994354248,75,531,
1.4869235754013062,76,538,
,77,539,-2.3729734420776367
1.5143181085586548,77,545,
1.5423179864883423,78,552,
,79,559,-2.5555315017700195
1.570950984954834,79,559,
1.6002122163772583,80,566,
1.6300818920135498,81,573,
,82,579,-2.745241641998291
1.6605842113494873,82,580,
1.6916823387145996,83,587,
1.7233712673187256,84,594,
,85,599,-2.9422171115875244
1.7556477785110474,85,601,
1.7885372638702393,86,608,
1.822019338607788,87,615,
,88,619,-3.1465511322021484
1.8560818433761597,88,622,
1.8907204866409302,89,629,
1.9259486198425293,90,636,
,91,639,-3.35833477973938
1.9617561101913452,91,643,
1.998131513595581,92,650,
2.035072088241577,93,657,
,94,659,-3.577658176422119
2.0725979804992676,94,664,
2.1106879711151123,95,671,
2.1493353843688965,96,678,
,97,679,-3.8046059608459473
2.1885368824005127,97,685,
2.2282893657684326,98,692,
,99,699,-4.03925895690918
2.268589973449707,99,699,
2.309436321258545,100,706,
2.350825309753418,101,713,
,102,719,-4.28168249130249
2.392754316329956,102,720,
2.435220718383789,103,727,
2.4782416820526123,104,734,
,105,739,-4.531927585601807
2.5218324661254883,105,741,
2.565990686416626,106,748,
2.6106929779052734,107,755,
,108,759,-4.7900285720825195
2.6559274196624756,108,762,
2.7016873359680176,109,769,
2.7479705810546875,110,776,
,111,779,-5.055999755859375
2.7947750091552734,111,783,
2.842097282409668,112,790,
2.889934778213501,113,797,
,114,799,-5.329843044281006
2.938286066055298,114,804,
2.987147808074951,115,811,
3.036517858505249,116,818,
,117,819,-5.611541748046875
3.086393117904663,117,825,
3.1367764472961426,118,832,
,119,839,-5.901065826416016
3.187685012817383,119,839,
3.239097833633423,120,846,
3.2910351753234863,121,853,
,122,859,-6.1983747482299805
3.3434674739837646,122,860,
3.396392822265625,123,867,
3.4498085975646973,124,874,
,125,879,-6.503420352935791
3.5037131309509277,125,881,
3.5581023693084717,126,888,
3.6129796504974365,127,895,
,128,899,-6.816144943237305
3.6683614253997803,128,902,
3.7242231369018555,129,909,
3.7805652618408203,130,916,
,131,919,-7.13648796081543
3.8374063968658447,131,923,
3.8947207927703857,132,930,
3.9525067806243896,133,937,
,134,939,-7.464383125305176
4.010761260986328,134,944,
4.069491863250732,135,951,
4.128706455230713,136,958,
,137,959,-7.799766540527344
4.188384532928467,137,965,
4.248523712158203,138,972,
,139,979,-8.142563819885254
4.309122085571289,139,979,
4.370177745819092,140,986,
4.43168830871582,141,993,
,142,999,-8.492711067199707
4.493652820587158,142,1000,
4.556067943572998,143,1007,
4.618932723999023,144,1014,
,145,1019,-8.850133895874023
4.682243824005127,145,1021,
4.746026992797852,146,1028,
4.810283660888672,147,1035,
,148,1039,-9.214766502380371
4.874985218048096,148,1042,
4.9401350021362305,149,1049,
5.005724906921387,150,1056,
,151,1059,-9.586543083190918
5.071751594543457,151,1063,
5.138239860534668,152,1070,
5.205165386199951,153,1077,
,154,1079,-9.9653959274292
5.272523880004883,154,1084,
5.340340614318848,155,1091,
5.408587455749512,156,1098,
,157,1099,-10.35125732421875
5.477263927459717,157,1105,
5.546365737915039,158,1112,
,159,1119,-10.744065284729004
5.615894317626953,159,1119,
5.685845375061035,160,1126,
5.756218433380127,161,1133,
,162,1139,-11.143756866455078
5.827011585235596,162,1140,
5.898223876953125,163,1147,
5.969854354858398,164,1154,
,165,1159,-11.550270080566406
6.041898727416992,165,1161,
6.114358901977539,166,1168,
6.18723201751709,167,1175,
,168,1179,-11.963541030883789
6.2605156898498535,168,1182,
6.3342156410217285,169,1189,
6.408325672149658,170,1196,
,171,1199,-12.38351821899414
6.482842445373535,171,1203,
6.557765483856201,172,1210,
6.633100509643555,173,1217,
,174,1219,-12.810134887695312
6.708858489990234,174,1224,
6.7850189208984375,175,1231,
6.861605167388916,176,1238,
,177,1239,-13.243340492248535
6.938594818115234,177,1245,
7.015982627868652,178,1252,
,179,1259,-13.68308162689209
7.0937676429748535,179,1259,
7.1719489097595215,180,1266,
7.250524520874023,181,1273,
,182,1279,-14.129297256469727
7.329501152038574,182,1280,
7.408885478973389,183,1287,
7.48866081237793,184,1294,
,185,1299,-14.58193588256836
7.568826675415039,185,1301,
7.649400234222412,186,1308,
7.730370044708252,187,1315,
,188,1319,-15.040946960449219
7.8117265701293945,188,1322,
7.893469333648682,189,1329,
7.9755964279174805,190,1336,
,191,1339,-15.506279945373535
8.058106422424316,191,1343,
8.140998840332031,192,1350,
8.224270820617676,193,1357,
,194,1359,-15.977882385253906
8.307926177978516,194,1364,
8.391958236694336,195,1371,
8.476367950439453,196,1378,
,197,1379,-16.45570945739746
8.56115436553955,197,1385,
8.646315574645996,198,1392,
,199,1399,-16.939708709716797
8.731851577758789,199,1399,
