val_loss,epoch,step,train_loss
0.7068462371826172,0,12,
,1,19,0.7057329416275024
0.7040465474128723,1,25,
0.701590359210968,2,38,
,3,39,0.698717474937439
0.6996563673019409,3,51,
,4,59,0.7126235961914062
0.6978640556335449,4,64,
0.6966579556465149,5,77,
,6,79,0.6990495324134827
0.6957444548606873,6,90,
,7,99,0.6816813945770264
0.6949446797370911,7,103,
0.6944873929023743,8,116,
,9,119,0.6939533352851868
0.693511962890625,9,129,
,10,139,0.6964531540870667
0.6922556161880493,10,142,
0.6906329989433289,11,155,
,12,159,0.6914240717887878
0.6886394619941711,12,168,
,13,179,0.68338543176651
0.685108482837677,13,181,
0.6785288453102112,14,194,
,15,199,0.6722886562347412
0.6677297353744507,15,207,
,16,219,0.6530976295471191
0.6493982672691345,16,220,
0.6220012903213501,17,233,
,18,239,0.6035770773887634
0.580986499786377,18,246,
,19,259,0.48979049921035767
0.5231925845146179,19,259,
0.4520040452480316,20,272,
,21,279,0.41375401616096497
0.37621375918388367,21,285,
0.295786589384079,22,298,
,23,299,0.29589733481407166
0.22363629937171936,23,311,
,24,319,0.2032308429479599
0.1674819439649582,24,324,
0.12152057886123657,25,337,
,26,339,0.1212291345000267
0.08954231441020966,26,350,
,27,359,0.09058317542076111
0.0672527626156807,27,363,
0.05074082687497139,28,376,
,29,379,0.054865069687366486
0.03774614632129669,29,389,
,30,399,0.03240657597780228
0.02869577892124653,30,402,
0.0227354709059,31,415,
,32,419,0.02126946486532688
0.01826787367463112,32,428,
,33,439,0.02259296365082264
0.015022269450128078,33,441,
0.01239057071506977,34,454,
,35,459,0.01133480854332447
0.010569007135927677,35,467,
,36,479,0.009230171330273151
0.008925188332796097,36,480,
0.007659045979380608,37,493,
,38,499,0.007465755566954613
0.006547393277287483,38,506,
,39,519,0.007109080441296101
0.00570026645436883,39,519,
0.005010821390897036,40,532,
,41,539,0.003386996453627944
0.004402778577059507,41,545,
0.003938806708902121,42,558,
,43,559,0.0031454935669898987
0.003520301077514887,43,571,
,44,579,0.0034319518599659204
0.0031700488179922104,44,584,
0.002875944599509239,45,597,
,46,599,0.006026140414178371
0.002615654841065407,46,610,
,47,619,0.002760767936706543
0.002387184649705887,47,623,
0.0022045306395739317,48,636,
,49,639,0.00234051002189517
0.0020199327263981104,49,649,
