val_loss,epoch,step,train_loss
0.7010877728462219,0,12,
,1,19,0.696658194065094
0.6993972659111023,1,25,
0.6978523135185242,2,38,
,3,39,0.6976473331451416
0.6965436339378357,3,51,
,4,59,0.6842861175537109
0.695392906665802,4,64,
0.6943076252937317,5,77,
,6,79,0.6992002725601196
0.6932907700538635,6,90,
,7,99,0.6975877285003662
0.6923462748527527,7,103,
0.6916093230247498,8,116,
,9,119,0.7023346424102783
0.6911176443099976,9,129,
,10,139,0.6907903552055359
0.6904790997505188,10,142,
0.6895570158958435,11,155,
,12,159,0.7010813355445862
0.6884419918060303,12,168,
,13,179,0.694134533405304
0.6867836117744446,13,181,
0.6825358867645264,14,194,
,15,199,0.6782246232032776
0.6764469146728516,15,207,
,16,219,0.6937424540519714
0.6679916381835938,16,220,
0.6577913761138916,17,233,
,18,239,0.6597458124160767
0.6429478526115417,18,246,
,19,259,0.6434569954872131
0.6219613552093506,19,259,
0.5979878306388855,20,272,
,21,279,0.5736612677574158
0.5696142315864563,21,285,
0.5400635600090027,22,298,
,23,299,0.5602418184280396
0.5080245733261108,23,311,
,24,319,0.524791955947876
0.4752820134162903,24,324,
0.4432523846626282,25,337,
,26,339,0.4098878502845764
0.4102207124233246,26,350,
,27,359,0.4248702824115753
0.3764863610267639,27,363,
0.34581297636032104,28,376,
,29,379,0.40235453844070435
0.3177875876426697,29,389,
,30,399,0.2890840470790863
0.2920379340648651,30,402,
0.268421471118927,31,415,
,32,419,0.3306836485862732
0.24659477174282074,32,428,
,33,439,0.24269312620162964
0.22639314830303192,33,441,
0.2074476182460785,34,454,
,35,459,0.2108660340309143
0.18922457098960876,35,467,
,36,479,0.19463172554969788
0.17182345688343048,36,480,
0.1561322957277298,37,493,
,38,499,0.1711689531803131
0.14076094329357147,38,506,
,39,519,0.1575039178133011
0.1264282763004303,39,519,
0.1137782484292984,40,532,
,41,539,0.11361098289489746
0.10094846040010452,41,545,
0.09023763984441757,42,558,
,43,559,0.08101107180118561
0.07991858571767807,43,571,
,44,579,0.07653682678937912
0.07112352550029755,44,584,
0.0633939802646637,45,597,
,46,599,0.0684734433889389
0.05645300820469856,46,610,
,47,619,0.05338180437684059
0.04980367049574852,47,623,
0.04458194598555565,48,636,
,49,639,0.05810868740081787
0.03933626040816307,49,649,
