val_loss,epoch,step,train_loss
0.7022963762283325,0,12,
,1,19,0.6729941964149475
0.7005413174629211,1,25,
0.6989046335220337,2,38,
,3,39,0.7212843298912048
0.6973768472671509,3,51,
,4,59,0.7026292085647583
0.6959438920021057,4,64,
0.694567084312439,5,77,
,6,79,0.6901542544364929
0.6932885050773621,6,90,
,7,99,0.7252799868583679
0.6919776201248169,7,103,
0.6906177401542664,8,116,
,9,119,0.6657319068908691
0.6892292499542236,9,129,
,10,139,0.7205238938331604
0.6878147721290588,10,142,
0.6864193677902222,11,155,
,12,159,0.6724990010261536
0.6849060654640198,12,168,
,13,179,0.6837082505226135
0.6833087801933289,13,181,
0.6816027164459229,14,194,
,15,199,0.6856391429901123
0.6797336339950562,15,207,
,16,219,0.6723817586898804
0.6777637004852295,16,220,
0.6756638884544373,17,233,
,18,239,0.7034639120101929
0.6734986901283264,18,246,
,19,259,0.6899974346160889
0.6713181138038635,19,259,
0.6691380143165588,20,272,
,21,279,0.6497447490692139
0.666893482208252,21,285,
0.6646328568458557,22,298,
,23,299,0.6643431782722473
0.662407398223877,23,311,
,24,319,0.653537929058075
0.6600918769836426,24,324,
0.6579309105873108,25,337,
,26,339,0.6397253274917603
0.655582070350647,26,350,
,27,359,0.6774018406867981
0.653480052947998,27,363,
0.6511209011077881,28,376,
,29,379,0.6636186838150024
0.6487665772438049,29,389,
,30,399,0.6361581087112427
0.6464225053787231,30,402,
0.6441328525543213,31,415,
,32,419,0.6724891662597656
0.6416253447532654,32,428,
,33,439,0.650306761264801
0.6392438411712646,33,441,
0.6367964148521423,34,454,
,35,459,0.625140905380249
0.6341810822486877,35,467,
,36,479,0.6345752477645874
0.6317856311798096,36,480,
0.6291635036468506,37,493,
,38,499,0.59905606508255
0.6266083121299744,38,506,
,39,519,0.6084024310112
0.6240484118461609,39,519,
0.6213886737823486,40,532,
,41,539,0.607031524181366
0.6188134551048279,41,545,
0.6161310076713562,42,558,
,43,559,0.5963875651359558
0.6134589910507202,43,571,
,44,579,0.6068759560585022
0.6108522415161133,44,584,
0.6081915497779846,45,597,
,46,599,0.5825803875923157
0.6054739952087402,46,610,
,47,619,0.6018823385238647
0.602755069732666,47,623,
0.6001228094100952,48,636,
,49,639,0.6264318227767944
0.5971952676773071,49,649,
