epoch,metric,label
131,0.3454192280769348,val_loss
132,0.3430622220039367,val_loss
133,0.3407581746578216,val_loss
134,0.3383615911006927,val_loss
135,0.3362362384796142,val_loss
136,0.3338973522186279,val_loss
137,0.3315682113170624,val_loss
138,0.3293435573577881,val_loss
139,0.32729572057724,val_loss
140,0.3253900408744812,val_loss
141,0.3233676552772522,val_loss
142,0.3213635385036468,val_loss
143,0.3193141222000122,val_loss
144,0.317202478647232,val_loss
145,0.3153418302536011,val_loss
146,0.3134747147560119,val_loss
147,0.3114789426326751,val_loss
148,0.309726357460022,val_loss
149,0.3077385723590851,val_loss
150,0.3060705661773681,val_loss
151,0.3044632971286773,val_loss
152,0.3024649918079376,val_loss
153,0.3007425367832184,val_loss
154,0.2994888126850128,val_loss
155,0.2977684140205383,val_loss
